Row Id,Row Id.,zipconvert_2,zipconvert_3,zipconvert_4,zipconvert_5,homeowner dummy,NUMCHLD,INCOME,gender dummy,WEALTH,HV,Icmed,Icavg,IC15,NUMPROM,RAMNTALL,MAXRAMNT,LASTGIFT,totalmonths,TIMELAG,AVGGIFT,TARGET_B,TARGET_D
266,1946,0,1,0,0,0,1,1,1,5,1058,264,329,20,74,185,12,12,31,6,8.043478261,1,12
267,1950,0,1,0,0,1,1,6,0,5,838,397,409,12,81,182,23,12,30,2,6.066666667,0,0
268,1953,0,0,0,1,1,1,4,1,8,852,372,454,13,26,32,10,10,32,2,6.4,1,8
269,1955,0,0,0,1,1,1,3,1,8,1488,401,476,11,24,46,20,16,32,5,15.33333333,0,0
270,1966,1,0,0,0,0,1,1,1,8,675,344,372,18,63,68,10,10,31,5,4.857142857,0,0
271,1968,1,0,0,0,0,1,1,0,3,505,264,299,25,73,87,6,5,31,5,3.782608696,1,5
272,1969,0,0,0,1,1,1,1,1,0,707,168,279,48,91,511,22,13,31,6,9.462962963,1,11
273,1971,0,0,0,1,1,1,4,0,8,1325,290,379,21,49,87,12,10,31,6,9.666666667,0,0
274,1973,0,1,0,0,1,4,4,0,8,329,243,289,10,34,80,10,10,31,5,8,0,0
275,1974,0,1,0,0,1,1,4,0,8,572,411,406,5,23,49,17,17,29,6,16.33333333,1,16
276,1975,1,0,0,0,1,1,4,0,0,426,228,233,24,55,103,14,12,35,3,10.3,0,0
277,1985,0,1,0,0,1,1,2,1,0,171,106,137,59,57,53,5,3,31,5,3.3125,1,4
278,1990,1,0,0,0,1,1,5,1,8,1029,457,495,1,35,34,5,4,29,2,3.4,0,0
279,2006,0,1,0,0,0,1,5,0,9,962,421,456,14,43,77,20,20,36,7,12.83333333,0,0
280,2010,0,1,0,0,1,1,2,1,7,433,318,309,9,74,180,25,10,37,10,11.25,1,10
281,2022,1,0,0,0,1,1,5,1,8,1485,647,688,4,22,22,10,7,31,4,7.333333333,1,11
282,2023,1,0,0,0,1,1,2,0,6,759,371,408,6,58,112,17,11,31,12,7.466666667,1,9
283,2035,0,0,0,1,1,1,4,1,8,722,188,251,31,42,45,7,4,29,4,4.090909091,1,2
284,2037,0,1,0,0,1,1,1,1,8,338,290,299,22,23,28,5,5,28,2,4,0,0
285,2052,0,1,0,0,1,1,4,1,8,314,250,279,18,54,54,6,6,28,12,3.857142857,1,5
286,2070,0,0,1,0,1,2,4,1,8,676,393,426,6,48,63,6,6,30,3,3.15,0,0
287,2071,0,0,1,0,1,1,2,1,1,423,217,264,36,85,196,14,8,34,6,8.52173913,0,0
288,2077,0,0,1,0,1,1,4,0,8,668,243,291,36,53,141,20,15,34,3,15.66666667,1,20
289,2088,1,0,0,0,1,1,2,0,2,317,228,238,29,38,65,12,12,29,1,8.125,0,0
290,2093,0,0,0,1,1,1,3,0,8,913,299,403,27,35,83,15,15,31,1,11.85714286,1,10
291,2097,0,0,1,0,1,1,3,1,8,315,259,312,21,27,49,15,12,31,6,12.25,0,0
292,2099,0,0,0,1,1,1,4,1,3,1467,360,456,20,83,350,25,25,29,2,15.2173913,1,25
293,2109,0,0,1,0,1,1,7,0,8,394,260,297,23,27,29,10,6,31,4,5.8,1,6
294,2114,1,0,0,0,1,3,4,0,8,345,220,269,29,27,40,10,10,29,5,10,1,10
295,2120,0,1,0,0,1,1,6,0,8,855,425,472,9,78,543,50,10,36,8,15.51428571,0,0
296,2125,1,0,0,0,1,1,7,0,8,807,463,476,1,16,20,20,20,36,5,20,0,0
297,2130,0,0,0,1,1,1,4,1,4,1109,372,427,5,52,66,15,15,31,2,6.6,0,0
298,2140,0,0,1,0,1,1,4,0,8,1138,575,577,5,24,35,11,10,28,6,8.75,1,16
299,2142,0,0,0,1,1,1,4,0,8,754,243,345,30,18,25,25,25,36,5,25,0,0
300,2143,1,0,0,0,1,1,7,0,9,948,565,595,5,71,222,20,15,30,4,11.1,1,15
301,2152,1,0,0,0,0,1,4,1,8,583,284,326,21,24,31,7,5,29,4,5.166666667,1,7
302,2155,1,0,0,0,1,1,5,0,8,792,354,361,14,53,102,24,24,36,4,11.33333333,1,10
303,2165,0,0,0,1,1,1,7,1,9,1790,601,630,5,77,150,10,10,29,4,6,1,10
304,2171,0,0,1,0,1,1,4,0,4,1182,386,471,0,46,80,15,15,29,16,11.42857143,1,15
305,2195,0,0,0,1,1,1,4,0,8,639,261,280,25,58,95,8,7,30,6,6.333333333,1,9
306,2196,0,0,0,1,1,1,4,1,4,868,491,585,6,66,125,15,12,37,3,9.615384615,0,0
307,2208,0,0,0,1,1,1,4,1,8,2411,394,437,13,57,122,10,7,17,3,6.1,0,0
308,2227,0,0,0,1,0,1,2,0,8,632,220,241,29,15,20,20,20,37,5,20,0,0
309,2235,0,0,1,0,1,1,4,0,8,0,0,0,0,57,75.77,15.77,14,34,6,9.47125,1,12
310,2240,0,0,0,1,1,1,5,1,7,2557,520,516,9,77,346,35,25,31,12,19.22222222,0,0
311,2251,1,0,0,0,1,1,5,1,9,1903,864,876,5,78,249,30,15,34,4,14.64705882,0,0
312,2252,1,0,0,0,0,1,2,0,1,539,269,307,24,44,80,16,12,31,12,10,0,0
313,2254,1,0,0,0,1,1,3,1,8,2173,505,568,8,53,220,30,15,28,5,20,1,10
314,2272,1,0,0,0,0,1,3,0,0,500,221,325,20,81,192,7,5,29,5,4.923076923,1,5
315,2274,0,0,0,1,1,1,3,0,6,1342,488,503,8,40,215,20,14,29,5,11.94444444,1,20
316,2277,0,0,0,1,1,1,5,0,7,1300,454,447,3,68,147,12,10,29,1,9.1875,1,10
317,2282,0,0,0,1,1,1,5,1,3,887,324,368,12,73,226,9,7,30,8,5.947368421,0,0
318,2286,0,0,0,1,1,1,4,1,8,1212,216,261,17,21,70,50,50,32,5,35,1,25
319,2290,0,0,1,0,0,1,4,0,8,508,239,292,28,29,29,6,5,29,4,4.833333333,1,5
320,2300,0,0,0,1,1,1,4,0,8,841,304,354,21,41,40,7,5,32,15,5,0,0
321,2304,0,0,0,1,0,1,1,1,1,633,252,295,26,55,69,25,15,32,5,9.857142857,1,13
322,2315,0,0,1,0,1,1,1,1,1,353,255,286,25,53,105,15,15,35,5,8.076923077,1,20
323,2332,0,0,1,0,0,1,2,0,6,1274,460,509,5,57,85,15,15,31,13,14.16666667,0,0
324,2339,0,0,0,1,1,1,5,1,5,2241,428,470,15,95,150,20,20,22,12,13.63636364,1,30
325,2343,0,0,1,0,1,1,4,1,6,277,147,160,51,84,435,17,11,30,9,9.0625,1,20
326,2377,0,0,0,1,1,1,7,1,8,5089,744,809,3,36,68,16,14,32,4,13.6,0,0
327,2379,1,0,0,0,1,1,4,1,2,317,228,238,29,40,112,20,10,29,8,8,1,5
328,2381,0,1,0,0,1,2,7,0,9,1142,474,542,5,50,142,40,40,29,8,23.66666667,1,36
329,2387,0,0,0,1,1,1,4,1,4,1701,377,440,8,38,108,15,10,29,3,6.352941177,1,3
330,2394,0,0,0,1,1,1,4,0,3,1719,319,381,19,37,81,17,10,31,13,11.57142857,0,0
331,2422,1,0,0,0,1,1,7,0,7,984,389,446,11,62,96,16,15,33,5,13.71428571,1,15
332,2426,0,0,1,0,1,1,5,1,8,1219,544,540,4,47,82,27,15,36,5,13.66666667,0,0
333,2438,0,0,1,0,1,1,6,0,8,1195,619,639,3,19,30,7,7,31,2,6,1,6
334,2444,0,0,0,1,1,1,4,1,8,2964,467,522,9,59,143,21,21,36,4,11,0,0
335,2447,1,0,0,0,1,1,4,1,8,1270,247,325,26,59,54,5,3,30,16,3.176470588,0,0
336,2455,1,0,0,0,1,2,7,1,4,583,284,326,21,50,94,15,15,30,12,7.833333333,1,10
337,2456,1,0,0,0,1,1,6,1,2,756,279,318,23,114,241,16,15,17,19,9.269230769,1,10
338,2469,0,0,0,1,1,1,6,1,8,2658,621,665,3,76,414,20,15,37,5,11.18918919,1,15
339,2487,0,0,0,1,1,1,5,1,8,478,270,317,23,26,65,25,25,31,2,13,0,0
340,2488,0,0,1,0,1,1,5,1,3,511,297,330,22,43,161,31,28,31,2,17.88888889,1,25
341,2515,0,1,0,0,0,1,3,0,3,348,282,323,19,80,196,13,10,28,2,9.333333333,0,0
342,2519,0,0,0,1,1,1,2,1,8,422,289,319,27,23,26,15,15,37,2,8.666666667,1,32
343,2524,1,0,0,0,0,1,7,0,8,1628,695,774,2,15,20,20,20,37,5,20,1,20
344,2529,0,0,1,0,1,1,6,1,8,2392,715,814,3,27,36,16,10,30,9,12,0,0
345,2537,0,1,0,0,1,1,4,0,9,1044,522,612,2,68,290,50,50,37,10,36.25,0,0
346,2548,0,0,0,1,1,1,4,0,3,2502,339,377,17,77,179,14,12,37,8,9.421052632,0,0
347,2549,0,0,0,1,1,1,5,0,8,1810,607,639,2,34,44,9,7,31,12,7.333333333,0,0
348,2553,0,1,0,0,1,1,4,1,8,569,401,419,5,19,20,15,15,37,5,10,0,0
349,2557,0,0,1,0,1,1,4,0,7,607,406,359,13,70,179,23,23,37,16,16.27272727,1,23
350,2564,1,0,0,0,1,1,5,0,8,1259,346,449,21,40,45,15,15,36,9,9,0,0
351,2569,0,0,0,1,1,1,6,1,8,2821,668,767,0,25,35,10,10,28,3,7,0,0
352,2570,0,0,1,0,0,1,1,1,8,370,332,293,37,68,76,6,3,29,19,3.619047619,0,0
353,2577,1,0,0,0,1,1,4,1,9,4330,1500,1236,0,67,76,7,3,29,8,4.222222222,1,5
354,2599,0,0,0,1,1,1,1,1,8,845,312,378,12,22,25,10,5,28,7,6.25,0,0
355,2616,0,0,0,1,1,1,4,0,8,852,401,438,8,22,33,10,7,28,3,6.6,1,12
356,2622,0,0,0,1,1,1,4,0,4,1194,389,413,14,74,283,15,10,31,2,9.75862069,1,10
357,2626,0,0,1,0,1,1,4,0,8,781,372,466,13,37,122,20,6,28,3,12.2,0,0
358,2631,0,0,0,1,1,1,4,0,6,1011,250,314,18,49,90,15,15,36,3,11.25,0,0
359,2637,0,0,1,0,1,1,4,0,8,1033,542,628,3,41,66,8,4,31,10,6,0,0
360,2639,0,0,0,1,1,1,4,1,8,2017,358,359,15,23,40,20,20,36,6,20,1,25
361,2645,0,0,0,1,1,1,2,0,8,1024,601,635,2,27,36,11,10,29,5,9,1,10
362,2660,0,0,0,1,0,1,2,1,8,687,213,283,24,28,40,5,5,31,2,4.444444444,0,0
363,2670,0,0,1,0,1,1,2,1,4,501,321,366,16,84,352,20,20,30,2,8.8,0,0
364,2672,0,0,1,0,1,1,5,1,8,796,318,382,13,16,15,15,15,36,5,15,0,0
365,2673,0,0,1,0,1,1,4,1,8,367,207,232,24,16,15,15,15,37,5,15,1,15
366,2677,1,0,0,0,0,1,3,0,6,1040,273,365,13,64,190,30,15,29,3,13.57142857,0,0
367,2682,0,0,1,0,1,1,1,1,8,404,313,302,28,24,28,5,3,29,2,3.5,0,0
368,2716,0,1,0,0,0,1,3,0,2,278,161,201,49,32,40,20,20,36,14,13.33333333,0,0
369,2724,0,0,0,1,1,1,7,0,6,3130,461,517,23,84,231,19,15,37,10,15.4,0,0
370,2728,1,0,0,0,0,1,1,1,8,431,220,264,33,24,51,16,15,32,8,12.75,0,0
371,2737,0,0,0,1,1,1,2,1,8,913,488,495,3,65,76,10,5,28,11,5.846153846,1,6
372,2758,0,0,0,1,1,1,4,0,8,785,315,332,5,25,48,20,20,32,8,16,1,20
373,2759,0,0,0,1,1,1,5,1,8,1831,244,334,19,24,45,15,15,35,6,15,1,15
374,2765,0,0,1,0,1,1,4,1,8,1420,649,788,2,35,50,15,10,36,4,10,0,0
375,2774,0,0,0,1,1,1,2,0,4,639,308,313,6,53,107,12,12,31,5,8.916666667,1,10
376,2783,0,0,1,0,1,2,2,0,8,469,298,334,21,29,50,20,20,37,4,12.5,0,0
377,2784,0,0,0,1,1,1,6,1,7,2160,508,519,2,70,119,20,15,32,2,10.81818182,1,11
378,2795,0,0,1,0,1,1,4,1,5,531,357,404,5,35,58,15,10,31,7,9.666666667,1,5
379,2800,0,0,0,1,0,1,4,0,6,933,423,505,9,64,110,10,10,30,5,8.461538462,0,0
380,2807,0,0,0,1,1,1,4,0,3,1766,333,416,12,74,183,26,26,32,4,14.07692308,1,25
381,2809,1,0,0,0,1,1,7,1,7,1563,574,637,1,42,60,15,15,36,11,12,0,0
382,2821,1,0,0,0,1,1,3,1,0,350,195,227,41,59,86,11,11,29,6,7.818181818,1,5
383,2824,0,0,1,0,1,1,2,1,7,668,277,283,40,41,54,11,3,28,11,7.714285714,0,0
384,2825,0,0,0,1,0,1,2,0,8,582,301,313,19,17,25,25,25,37,5,25,0,0
385,2828,0,1,0,0,0,1,6,1,2,853,462,509,7,115,487,25,20,34,2,13.16216216,0,0
386,2831,0,0,0,1,1,1,5,1,8,928,429,449,7,24,45,25,25,33,9,22.5,1,30
387,2834,0,1,0,0,1,1,7,0,8,942,490,526,2,32,29,10,10,31,15,5.8,0,0
388,2838,0,1,0,0,1,1,2,0,6,732,372,429,6,43,181,20,18,29,8,11.3125,1,17
389,2844,0,0,1,0,1,1,7,1,9,2013,879,938,0,70,206,20,20,31,14,13.73333333,0,0
390,2847,0,0,0,1,1,1,7,0,8,2171,606,654,9,46,149,25,16,29,0,11.46153846,1,14
391,2852,1,0,0,0,0,1,1,1,0,1114,193,320,47,60,176,15,15,31,3,6.068965517,0,0
392,2854,0,0,1,0,1,1,4,1,8,707,537,572,1,58,117,7,6,32,3,5.086956522,0,0
393,2862,0,1,0,0,1,1,4,1,0,394,172,211,46,93,237,15,10,18,3,9.875,0,0
394,2870,0,0,0,1,1,1,5,1,8,1825,276,354,11,48,86,10,10,28,1,6.615384615,0,0
395,2876,0,0,1,0,1,2,3,0,8,336,213,256,36,34,47,6,4,28,3,4.272727273,0,0
396,2882,0,0,0,1,0,1,3,1,8,1194,360,400,12,32,30,10,8,32,5,5,1,7
397,2884,0,0,0,1,0,1,2,0,8,705,305,312,16,17,25,15,15,30,6,12.5,1,12
398,2886,0,0,0,1,1,1,4,1,5,1508,304,331,26,100,280,30,10,29,2,10,1,7
399,2891,1,0,0,0,1,1,2,1,2,657,236,251,22,68,101,10,10,31,8,7.214285714,1,10
400,2892,0,0,0,1,1,1,4,1,2,1240,501,582,7,116,236,12,3,32,3,7.866666667,0,0
401,2913,0,0,1,0,1,1,7,0,8,982,639,703,4,62,144,16,16,33,9,12,0,0
402,2916,0,0,1,0,1,1,5,0,8,527,438,451,8,78,217,20,20,31,7,12.05555556,1,20
403,2920,0,0,0,1,0,1,1,0,8,553,219,262,30,56,67,12,12,31,5,7.444444444,1,11
404,2925,0,1,0,0,1,1,3,1,1,614,259,345,14,80,165,15,14,30,3,8.684210526,0,0
405,2929,0,0,0,1,1,1,6,0,4,1182,370,389,10,69,95,6,5,31,1,4.318181818,0,0
406,2930,1,0,0,0,0,1,7,1,9,1611,580,635,3,102,254,25,15,17,3,11.54545455,1,14
407,2936,1,0,0,0,1,1,4,1,8,582,179,238,39,50,33,5,2,35,12,3.3,0,0
408,2964,1,0,0,0,1,3,5,1,8,687,393,459,9,29,36,7,3,17,4,5.142857143,1,5
409,2969,0,0,1,0,1,1,5,0,8,1015,385,416,6,32,55,10,10,30,4,7.857142857,1,10
410,2979,1,0,0,0,1,1,3,0,1,413,279,304,24,38,48,6,4,29,3,4.8,0,0
411,2990,0,1,0,0,0,1,3,1,8,691,405,379,15,43,54,8,7,29,17,6,1,7
412,3007,0,1,0,0,0,1,6,1,8,971,481,538,6,25,52,16,16,32,2,13,0,0
413,3014,0,0,0,1,1,1,4,1,8,426,245,272,32,24,59,22,22,30,1,11.8,0,0
414,3035,0,1,0,0,1,1,4,1,0,429,305,334,17,49,181,20,20,31,6,16.45454546,0,0
415,3042,0,0,1,0,1,1,4,1,8,763,412,480,3,24,26,16,16,37,8,13,0,0
416,3056,0,0,0,1,1,1,4,1,8,1905,534,569,1,46,43,7,5,30,15,4.777777778,1,5
417,3058,0,0,0,1,1,1,4,1,7,3991,605,630,2,53,64,10,10,30,9,4.571428571,1,10
418,3059,1,0,0,0,0,1,5,1,9,1173,420,504,10,58,67,5,5,31,7,3.941176471,0,0
419,3062,0,0,0,1,1,1,1,1,0,1243,148,223,50,66,85,5,3,26,12,3.035714286,1,3
420,3065,0,1,0,0,0,1,1,0,8,1219,563,649,0,20,22,10,10,31,3,7.333333333,1,10
421,3085,0,0,0,1,0,1,1,1,6,2343,472,498,8,75,125.5,12,10,29,9,7.84375,1,11
422,3090,0,1,0,0,1,1,4,0,8,773,512,519,3,29,33,7,7,31,1,5.5,0,0
423,3091,0,0,1,0,1,1,5,1,8,681,365,389,7,72,195,11,10,29,9,7.222222222,0,0
424,3105,0,0,1,0,0,1,1,0,4,1134,348,361,13,41,70,25,25,19,14,17.5,0,0
425,3113,1,0,0,0,1,1,6,1,8,3848,399,523,15,30,120,35,25,32,6,24,1,31
426,3115,1,0,0,0,1,1,1,1,5,788,339,353,14,38,76,10,10,29,1,8.444444444,0,0
427,3125,0,1,0,0,1,1,1,1,1,351,162,200,45,69,109,15,12,31,9,9.909090909,0,0
428,3133,0,0,1,0,0,1,3,1,2,402,269,310,26,74,129,20,20,27,3,10.75,0,0
429,3141,0,0,0,1,1,1,5,1,8,1611,318,351,7,31,29,10,5,28,12,5.8,1,11
430,3155,0,0,0,1,1,1,7,1,9,5843,1500,1133,9,129,333,25,16,29,12,12.80769231,1,21
431,3166,0,0,0,1,1,1,4,1,8,901,477,485,4,39,114,25,25,31,2,16.28571429,0,0
432,3171,0,0,0,1,0,1,3,0,8,793,283,342,19,98,223,25,15,28,8,14.86666667,1,10
433,3174,1,0,0,0,1,1,4,0,0,1059,586,619,7,40,77,10,10,29,1,7.7,0,0
434,3184,0,0,1,0,1,1,2,1,4,860,381,456,12,73,190,8,6,32,6,5.9375,1,4
435,3194,0,0,1,0,0,3,4,1,8,343,281,324,17,21,25,20,20,36,6,12.5,0,0
436,3198,0,0,1,0,1,1,3,1,8,277,194,228,33,31,45,25,5,19,5,15,1,5
437,3203,0,0,0,1,1,1,4,1,8,2111,330,394,12,51,44,5,3,28,1,4,1,4
438,3214,0,0,0,1,1,1,5,1,3,1318,289,282,22,55,103,15,10,29,21,6.058823529,0,0
439,3220,0,0,0,1,1,1,4,1,8,1422,393,395,12,23,50,20,20,37,5,16.66666667,0,0
440,3222,0,1,0,0,1,1,2,1,5,413,303,291,13,52,136,11,11,31,3,8,0,0
441,3279,1,0,0,0,1,1,4,1,8,487,200,302,36,73,132,10,6,31,11,6.6,1,15
442,3294,0,0,0,1,1,1,6,0,7,2544,541,604,7,69,131,20,20,33,2,11.90909091,0,0
443,3298,1,0,0,0,1,1,5,1,9,2290,465,562,9,107,470,35,35,21,2,22.38095238,1,33
444,3300,1,0,0,0,1,1,5,1,8,500,229,279,29,35,49,15,13,30,14,9.8,0,0
445,3304,1,0,0,0,1,1,3,0,8,723,377,419,11,53,78,11,10,28,2,7.8,0,0
446,3307,0,1,0,0,1,1,4,1,0,1194,408,525,16,68,110,20,20,36,23,13.75,0,0
447,3313,1,0,0,0,1,1,4,0,7,750,412,443,9,66,168,25,15,28,7,12.92307692,1,15
448,3314,0,0,1,0,1,2,5,1,1,336,195,241,38,59,94,15,10,35,17,9.4,0,0
449,3316,1,0,0,0,1,1,5,1,8,628,257,300,17,56,121,11,5,18,5,8.642857143,1,15
450,3322,1,0,0,0,1,1,5,0,8,728,429,457,4,29,75,15,10,31,2,10.71428571,1,11
451,3335,0,0,0,1,1,1,4,0,6,1129,417,438,5,69,241,25,25,30,3,15.0625,1,50
452,3336,0,0,0,1,1,1,3,0,5,1852,407,461,10,43,47,5,5,30,4,4.272727273,1,11
453,3347,1,0,0,0,0,1,1,1,3,679,229,268,14,52,62,10,10,30,2,6.2,0,0
454,3356,1,0,0,0,1,1,4,1,8,732,291,335,19,25,22,10,10,33,6,5.5,1,12
455,3373,0,0,0,1,1,1,4,1,8,2173,481,573,7,30,53,16,5,30,3,6.625,0,0
456,3377,0,0,0,1,0,1,1,1,8,1458,504,581,2,24,35,11,5,31,1,7,0,0
457,3378,0,0,0,1,1,1,5,0,9,3299,311,343,21,81,102.5,8,3,25,9,3.106060606,1,4
458,3395,0,0,0,1,1,1,4,1,8,928,371,458,10,77,275,30,25,35,7,9.482758621,0,0
459,3408,0,0,0,1,1,1,4,0,8,1045,388,384,5,32,40,20,20,37,17,20,1,35
460,3410,1,0,0,0,1,1,5,0,8,2246,542,640,1,45,42,6,6,31,14,3.818181818,1,5
461,3412,0,1,0,0,0,1,1,1,0,330,205,246,36,67,162,10,10,30,5,7.043478261,0,0
462,3423,0,0,0,1,1,1,4,0,4,1028,487,539,2,62,87,15,15,36,5,8.7,0,0
463,3427,0,0,1,0,1,1,4,1,1,342,190,230,39,83,384,12,10,30,1,7.111111111,0,0
464,3446,0,0,1,0,1,1,5,1,8,675,380,414,11,12,15,15,15,34,5,15,0,0
465,3447,0,0,0,1,0,1,1,0,8,2499,454,486,4,47,52,10,10,34,12,7.428571429,0,0
466,3452,0,0,1,0,1,1,6,1,8,1215,488,507,8,17,25,25,25,37,5,25,1,25
467,3454,1,0,0,0,1,1,4,0,8,1312,383,445,9,37,37,10,7,31,11,6.166666667,0,0
468,3465,0,0,0,1,1,1,4,0,8,2215,472,520,7,50,54,6,6,30,7,4.5,1,5
469,3476,1,0,0,0,1,1,3,0,8,729,211,254,25,81,205,8,4,28,6,5,1,4
470,3480,0,0,1,0,1,1,3,1,1,437,250,302,24,70,510,50,50,33,3,22.17391304,0,0
471,3481,0,0,1,0,0,1,2,1,4,703,274,388,27,38,130,30,30,29,1,13,1,30
472,3487,0,1,0,0,0,1,2,0,3,414,263,291,22,61,166,20,10,28,25,11.85714286,0,0
473,3497,1,0,0,0,1,1,5,1,8,573,278,319,22,20,32,12,12,31,3,10.66666667,0,0
474,3500,0,1,0,0,1,1,4,1,8,628,243,282,24,21,25,10,5,28,1,8.333333333,1,10
475,3505,0,0,0,1,1,1,5,1,8,3187,462,529,10,26,63,15,10,29,2,10.5,0,0
476,3506,0,0,0,1,1,1,3,0,8,472,300,311,4,13,15,15,15,32,5,15,1,15
477,3508,1,0,0,0,1,1,4,0,5,578,309,316,24,83,288,25,25,35,9,19.2,0,0
478,3522,0,0,0,1,1,1,4,1,8,1058,353,398,13,44,58,6,4,28,4,3.411764706,1,1
479,3535,1,0,0,0,1,1,4,0,8,1538,647,674,7,21,33,8,6,28,3,6.6,1,10
480,3537,0,0,0,1,1,1,4,1,8,2228,379,397,14,29,35,10,8,28,7,7,1,5
481,3547,0,0,0,1,0,1,2,0,8,2748,411,522,9,69,159,40,13,27,7,13.25,1,12
482,3565,0,1,0,0,1,1,4,1,8,881,508,514,15,29,36,14,9,35,14,7.2,1,10
483,3571,0,0,1,0,0,1,3,0,8,486,169,199,39,25,35,25,25,37,8,17.5,0,0
484,3580,0,0,0,1,0,1,5,1,8,1709,316,367,19,80,282,21,19,33,8,13.42857143,1,19
485,3587,0,0,0,1,1,1,4,1,8,717,321,362,9,19,23,11,7,28,6,7.666666667,1,9
486,3607,1,0,0,0,0,1,4,1,8,366,208,245,35,27,70,25,15,30,4,17.5,0,0
487,3609,0,1,0,0,0,1,2,1,1,439,260,301,22,96,159,11,10,18,3,7.571428571,1,10
488,3625,0,0,0,0,0,1,1,1,8,564,308,358,8,50,63,10,10,31,12,6.3,0,0
489,3641,0,0,0,1,1,1,4,0,8,2805,557,630,3,22,24.03,15,15,36,6,12.015,0,0
490,3642,1,0,0,0,1,1,4,1,4,592,243,299,19,57,186,50,25,31,4,18.6,0,0
491,3649,0,0,0,1,1,1,5,0,4,644,331,364,17,93,289,20,20,34,2,16.05555556,0,0
492,3660,1,0,0,0,1,1,2,1,5,954,332,386,11,53,122,10,5,29,2,6.1,1,10
493,3663,0,0,0,1,1,1,3,1,8,1557,416,500,3,30,26,16,16,33,4,8.666666667,0,0
494,3670,1,0,0,0,1,1,4,1,3,462,252,296,23,69,235,40,20,36,11,23.5,0,0
495,3671,0,0,1,0,1,1,4,1,0,427,152,157,48,61,100,7,3,29,5,4.761904762,0,0
496,3673,0,0,0,1,1,1,2,1,2,1315,335,396,17,49,200,50,50,34,9,18.18181818,0,0
497,3691,0,0,0,1,0,1,2,1,8,324,204,245,36,34,45,7,7,28,6,3.75,1,4
498,3696,0,1,0,0,1,1,2,1,8,723,494,511,17,30,41,7,3,31,7,3.727272727,1,2
499,3699,1,0,0,0,1,1,4,0,8,1707,469,523,5,83,214,17,17,34,3,10.7,1,16
500,3702,0,1,0,0,1,1,1,0,1,414,218,258,18,46,143,20,20,34,6,14.3,0,0
501,3710,0,0,1,0,1,1,2,0,8,292,260,307,10,40,48,6,6,34,3,4.363636364,0,0
502,3713,0,0,0,1,1,1,6,1,9,5359,1109,1051,1,54,246,100,50,37,10,30.75,1,100
503,3718,0,0,1,0,1,4,5,0,8,1050,538,618,2,21,30,20,20,34,2,15,1,20
504,3742,0,0,1,0,1,1,1,1,9,1333,740,767,0,62,218,20,17,29,8,12.82352941,0,0
505,3748,0,0,0,1,0,1,2,1,1,1038,254,304,33,58,101,10,6,33,4,5.611111111,1,10
506,3753,1,0,0,0,1,1,4,1,8,1169,443,505,10,54,98,10,10,28,2,7,0,0
507,3755,0,0,1,0,1,1,7,0,8,533,249,307,19,43,111,20,10,28,8,7.4,0,0
508,3762,0,1,0,0,1,1,3,1,9,2923,1167,1096,1,71,159,13,5,28,3,6.625,0,0
509,3764,0,0,1,0,1,1,6,0,9,4967,1500,1217,2,47,89,27,27,37,26,22.25,1,20
510,3766,0,1,0,0,1,2,5,0,8,605,466,473,6,44,101,6,6,31,3,4.590909091,1,9
511,3768,1,0,0,0,1,2,2,0,8,388,194,211,32,25,35,10,6,32,1,7,0,0
512,3780,1,0,0,0,0,1,1,0,8,606,224,238,32,21,30,10,10,31,5,10,1,10
513,3781,0,0,1,0,0,1,2,0,8,0,0,0,0,24,40,20,20,31,5,13.33333333,0,0
514,3798,0,0,0,1,1,1,7,1,8,1295,531,614,2,26,51,20,20,31,1,10.2,0,0
515,3807,0,0,0,1,0,1,2,1,8,486,304,375,19,31,40,20,1,24,3,6.666666667,0,0
516,3808,0,0,0,1,1,1,3,1,1,664,326,355,19,68,194,12,10,30,7,8.434782609,1,10
517,3812,1,0,0,0,1,1,7,0,3,589,268,300,21,49,83,15,15,29,5,11.85714286,1,20
518,3819,0,1,0,0,1,1,2,1,1,613,223,316,11,76,175,12,10,36,12,7.291666667,0,0
519,3822,0,0,1,0,1,1,5,1,8,1138,647,663,6,29,47,10,10,29,1,7.833333333,1,5
520,3824,0,0,0,1,1,1,3,0,8,994,207,270,28,23,32,11,10,28,2,8,0,0
521,3830,0,1,0,0,1,1,2,0,8,729,403,440,11,80,296,21,20,37,7,12.86956522,0,0
522,3831,0,1,0,0,1,1,6,1,9,1369,685,743,1,55,152,30,20,31,8,19,0,0
523,3833,0,0,0,1,0,1,2,0,4,651,330,361,11,70,92,5,5,28,8,4.842105263,1,5
524,3839,1,0,0,0,1,1,5,0,5,570,309,345,16,50,94,15,15,29,1,9.4,0,0
525,3857,0,1,0,0,1,1,4,1,1,553,188,226,40,74,279,12,5,28,7,7.75,1,5
526,3860,0,0,0,1,1,1,4,1,4,979,353,439,6,52,91,18,18,36,3,10.11111111,0,0
527,3864,0,0,0,1,1,1,4,0,8,684,243,307,20,15,15,15,15,37,5,15,1,5
528,3866,0,0,0,1,0,1,5,0,7,2756,488,521,12,49,157,25,21,31,11,17.44444444,0,0
529,3914,0,1,0,0,0,1,2,1,8,563,331,374,13,37,68,10,10,28,14,8.5,0,0
530,3925,0,0,0,1,1,1,6,0,7,1891,534,525,9,90,331,25,25,23,11,19.47058824,1,20
